date,metal,price
1991-05-13,gold,359.80
1991-05-13,silver,4.02
1991-05-14,gold,361.20
1991-05-14,silver,4.08
1991-05-15,gold,360.90
1991-05-15,silver,4.13
1991-05-16,gold,357.10
1991-05-16,silver,4.04
1991-05-17,gold,356.00
1991-05-17,silver,4.03
1991-05-20,gold,358.10
1991-05-20,silver,4.05
1991-05-21,gold,357.90
1991-05-21,silver,4.06
1991-05-22,gold,356.80
1991-05-22,silver,4.06
1991-05-23,gold,355.50
1991-05-23,silver,4.06
1991-05-24,gold,356.80
1991-05-24,silver,4.05
1991-05-28,gold,363.70
1991-05-28,silver,4.17
1991-05-29,gold,364.20
1991-05-29,silver,4.17
1991-05-30,gold,366.50
1991-05-30,silver,4.17
1991-05-31,gold,364.80
1991-05-31,silver,4.12
1991-06-03,gold,366.40
1991-06-03,silver,4.17
1991-06-04,gold,365.80
1991-06-04,silver,4.16
1991-06-05,gold,365.70
1991-06-05,silver,4.18
1991-06-06,gold,368.10
1991-06-06,silver,4.43
1991-06-07,gold,369.50
1991-06-07,silver,4.47
1991-06-10,gold,376.60
1991-06-10,silver,4.56
1991-06-11,gold,373.90
1991-06-11,silver,4.51
1991-06-12,gold,373.10
1991-06-12,silver,4.50
1991-06-13,gold,372.90
1991-06-13,silver,4.52
1991-06-14,gold,369.80
1991-06-14,silver,4.43
1991-06-17,gold,370.80
1991-06-17,silver,4.45
1991-06-18,gold,370.90
1991-06-18,silver,4.46
1991-06-19,gold,371.10
1991-06-19,silver,4.44
1991-06-20,gold,370.40
1991-06-20,silver,4.45
1991-06-21,gold,368.10
1991-06-21,silver,4.38
1991-06-24,gold,365.20
1991-06-24,silver,4.35
1991-06-25,gold,366.70
1991-06-25,silver,4.38
1991-06-26,gold,367.90
1991-06-26,silver,4.41
1991-06-27,gold,367.90
1991-06-27,silver,4.44
1991-06-28,gold,370.00
1991-06-28,silver,4.47
1991-07-01,gold,369.90
1991-07-01,silver,4.49
1991-07-02,gold,369.40
1991-07-02,silver,4.46
1991-07-03,gold,371.60
1991-07-03,silver,4.53
1991-07-08,gold,372.10
1991-07-08,silver,4.51
1991-07-09,gold,370.60
1991-07-09,silver,4.47
1991-07-10,gold,371.20
1991-07-10,silver,4.46
1991-07-11,gold,368.90
1991-07-11,silver,4.38
1991-07-12,gold,369.60
1991-07-12,silver,4.40
1991-07-15,gold,370.10
1991-07-15,silver,4.39
1991-07-16,gold,369.80
1991-07-16,silver,4.40
1991-07-17,gold,370.50
1991-07-17,silver,4.45
1991-07-18,gold,370.90
1991-07-18,silver,4.41
1991-07-19,gold,371.20
1991-07-19,silver,4.42
1991-07-22,gold,368.10
1991-07-22,silver,4.36
1991-07-23,gold,368.50
1991-07-23,silver,4.29
1991-07-24,gold,364.70
1991-07-24,silver,4.01
1991-07-25,gold,364.70
1991-07-25,silver,4.08
1991-07-26,gold,366.30
1991-07-26,silver,4.10
1991-07-29,gold,370.80
1991-07-29,silver,4.08
1991-07-30,gold,369.80
1991-07-30,silver,4.07
1991-07-31,gold,370.80
1991-07-31,silver,4.08
1991-08-01,gold,370.30
1991-08-01,silver,4.05
1991-08-02,gold,362.30
1991-08-02,silver,3.94
1991-08-05,gold,362.70
1991-08-05,silver,3.94
1991-08-06,gold,363.10
1991-08-06,silver,3.96
1991-08-07,gold,362.80
1991-08-07,silver,3.97
1991-08-08,gold,363.30
1991-08-08,silver,3.93
1991-08-09,gold,364.40
1991-08-09,silver,3.98
1991-08-12,gold,363.50
1991-08-12,silver,3.96
1991-08-13,gold,362.20
1991-08-13,silver,3.94
1991-08-14,gold,363.60
1991-08-14,silver,3.96
1991-08-15,gold,362.70
1991-08-15,silver,3.93
1991-08-16,gold,363.50
1991-08-16,silver,4.00
1991-08-19,gold,364.10
1991-08-19,silver,4.07
1991-08-20,gold,361.30
1991-08-20,silver,4.01
1991-08-21,gold,362.10
1991-08-21,silver,4.00
1991-08-22,gold,359.40
1991-08-22,silver,3.98
1991-08-23,gold,358.60
1991-08-23,silver,4.01
1991-08-26,gold,360.30
1991-08-26,silver,4.00
1991-08-27,gold,359.50
1991-08-27,silver,3.98
1991-08-28,gold,358.90
1991-08-28,silver,3.99
1991-08-29,gold,355.70
1991-08-29,silver,3.88
1991-08-30,gold,352.90
1991-08-30,silver,3.87
1991-09-03,gold,352.90
1991-09-03,silver,3.97
1991-09-04,gold,353.00
1991-09-04,silver,3.96
1991-09-05,gold,351.40
1991-09-05,silver,3.92
1991-09-06,gold,353.40
1991-09-06,silver,4.03
1991-09-09,gold,355.20
1991-09-09,silver,4.10
1991-09-10,gold,354.00
1991-09-10,silver,4.04
1991-09-11,gold,349.40
1991-09-11,silver,4.00
1991-09-12,gold,348.20
1991-09-12,silver,4.01
1991-09-13,gold,348.20
1991-09-13,silver,4.04
1991-09-16,gold,348.30
1991-09-16,silver,4.05
1991-09-17,gold,350.40
1991-09-17,silver,4.11
1991-09-18,gold,352.30
1991-09-18,silver,4.13
1991-09-19,gold,352.00
1991-09-19,silver,4.12
1991-09-20,gold,352.10
1991-09-20,silver,4.14
1991-09-23,gold,354.30
1991-09-23,silver,4.22
1991-09-24,gold,357.20
1991-09-24,silver,4.30
1991-09-25,gold,356.30
1991-09-25,silver,4.26
1991-09-26,gold,354.10
1991-09-26,silver,4.16
1991-09-27,gold,352.40
1991-09-27,silver,4.12
1991-09-30,gold,357.30
1991-09-30,silver,4.17
1991-10-01,gold,357.30
1991-10-01,silver,4.20
1991-10-02,gold,358.60
1991-10-02,silver,4.18
1991-10-03,gold,360.60
1991-10-03,silver,4.22
1991-10-04,gold,361.70
1991-10-04,silver,4.17
1991-10-07,gold,362.00
1991-10-07,silver,4.15
1991-10-08,gold,360.20
1991-10-08,silver,4.08
1991-10-09,gold,362.10
1991-10-09,silver,4.11
1991-10-10,gold,361.30
1991-10-10,silver,4.08
1991-10-11,gold,362.40
1991-10-11,silver,4.15
1991-10-14,gold,361.30
1991-10-14,silver,4.10
1991-10-15,gold,360.10
1991-10-15,silver,4.08
1991-10-16,gold,360.50
1991-10-16,silver,4.13
1991-10-17,gold,362.30
1991-10-17,silver,4.12
1991-10-18,gold,364.40
1991-10-18,silver,4.16
1991-10-21,gold,365.90
1991-10-21,silver,4.17
1991-10-22,gold,366.00
1991-10-22,silver,4.16
1991-10-23,gold,364.30
1991-10-23,silver,4.12
1991-10-24,gold,364.00
1991-10-24,silver,4.13
1991-10-25,gold,362.70
1991-10-25,silver,4.11
1991-10-28,gold,360.80
1991-10-28,silver,4.08
1991-10-29,gold,361.10
1991-10-29,silver,4.12
1991-10-30,gold,360.50
1991-10-30,silver,4.11
1991-10-31,gold,359.50
1991-10-31,silver,4.11
1991-11-01,gold,356.90
1991-11-01,silver,4.06
1991-11-04,gold,358.10
1991-11-04,silver,4.08
1991-11-05,gold,355.40
1991-11-05,silver,4.06
1991-11-06,gold,355.80
1991-11-06,silver,4.07
1991-11-07,gold,354.70
1991-11-07,silver,4.00
1991-11-08,gold,355.20
1991-11-08,silver,4.00
1991-11-11,gold,356.20
1991-11-11,silver,4.01
1991-11-12,gold,356.70
1991-11-12,silver,4.04
1991-11-13,gold,357.30
1991-11-13,silver,4.05
1991-11-14,gold,355.70
1991-11-14,silver,3.98
1991-11-15,gold,360.10
1991-11-15,silver,4.03
1991-11-18,gold,361.50
1991-11-18,silver,4.03
1991-11-19,gold,364.40
1991-11-19,silver,4.07
1991-11-20,gold,364.70
1991-11-20,silver,4.08
1991-11-21,gold,368.60
1991-11-21,silver,4.12
1991-11-22,gold,369.60
1991-11-22,silver,4.13
1991-11-25,gold,368.30
1991-11-25,silver,4.14
1991-11-26,gold,369.30
1991-11-26,silver,4.14
1991-11-27,gold,371.20
1991-11-27,silver,4.12
1991-11-29,gold,371.10
1991-11-29,silver,4.11
1991-12-02,gold,369.90
1991-12-02,silver,4.11
1991-12-03,gold,366.40
1991-12-03,silver,4.06
1991-12-04,gold,367.90
1991-12-04,silver,4.06
1991-12-05,gold,370.00
1991-12-05,silver,4.08
1991-12-06,gold,371.90
1991-12-06,silver,4.07
1991-12-09,gold,371.60
1991-12-09,silver,4.06
1991-12-10,gold,371.10
1991-12-10,silver,4.02
1991-12-11,gold,368.60
1991-12-11,silver,3.95
1991-12-12,gold,359.90
1991-12-12,silver,3.86
1991-12-13,gold,361.30
1991-12-13,silver,3.88
1991-12-16,gold,360.90
1991-12-16,silver,3.86
1991-12-17,gold,359.10
1991-12-17,silver,3.87
1991-12-18,gold,360.80
1991-12-18,silver,3.87
1991-12-19,gold,359.10
1991-12-19,silver,3.86
1991-12-20,gold,360.30
1991-12-20,silver,3.88
1991-12-23,gold,361.00
1991-12-23,silver,3.94
1991-12-24,gold,360.70
1991-12-24,silver,3.94
1991-12-26,gold,355.90
1991-12-26,silver,3.93
1991-12-27,gold,355.00
1991-12-27,silver,3.89
1991-12-30,gold,353.90
1991-12-30,silver,3.88
1991-12-31,gold,355.20
1991-12-31,silver,3.91
1992-01-02,gold,353.20
1992-01-02,silver,3.98
1992-01-03,gold,351.50
1992-01-03,silver,3.97
1992-01-06,gold,350.30
1992-01-06,silver,3.97
1992-01-07,gold,350.50
1992-01-07,silver,3.94
1992-01-08,gold,351.50
1992-01-08,silver,3.97
1992-01-09,gold,357.50
1992-01-09,silver,4.15
1992-01-10,gold,356.90
1992-01-10,silver,4.11
1992-01-13,gold,354.50
1992-01-13,silver,4.09
1992-01-14,gold,355.20
1992-01-14,silver,4.10
1992-01-15,gold,354.70
1992-01-15,silver,4.16
1992-01-16,gold,357.00
1992-01-16,silver,4.34
1992-01-17,gold,354.50
1992-01-17,silver,4.29
1992-01-20,gold,358.20
1992-01-20,silver,4.28
1992-01-21,gold,358.40
1992-01-21,silver,4.29
1992-01-22,gold,358.30
1992-01-22,silver,4.29
1992-01-23,gold,354.90
1992-01-23,silver,4.22
1992-01-24,gold,354.70
1992-01-24,silver,4.16
1992-01-27,gold,355.00
1992-01-27,silver,4.17
1992-01-28,gold,357.90
1992-01-28,silver,4.19
1992-01-29,gold,358.20
1992-01-29,silver,4.25
1992-01-30,gold,355.60
1992-01-30,silver,4.14
1992-01-31,gold,358.90
1992-01-31,silver,4.18
1992-02-03,gold,358.40
1992-02-03,silver,4.17
1992-02-04,gold,357.90
1992-02-04,silver,4.17
1992-02-05,gold,357.30
1992-02-05,silver,4.20
1992-02-06,gold,357.40
1992-02-06,silver,4.22
1992-02-07,gold,356.50
1992-02-07,silver,4.19
1992-02-10,gold,357.40
1992-02-10,silver,4.20
1992-02-11,gold,357.80
1992-02-11,silver,4.18
1992-02-12,gold,359.60
1992-02-12,silver,4.21
1992-02-13,gold,357.30
1992-02-13,silver,4.20
1992-02-14,gold,355.10
1992-02-14,silver,4.16
1992-02-18,gold,354.70
1992-02-18,silver,4.06
1992-02-19,gold,354.50
1992-02-19,silver,4.05
1992-02-20,gold,354.70
1992-02-20,silver,4.12
1992-02-21,gold,352.50
1992-02-21,silver,4.10
1992-02-24,gold,351.10
1992-02-24,silver,4.09
1992-02-25,gold,350.60
1992-02-25,silver,4.10
1992-02-26,gold,350.80
1992-02-26,silver,4.09
1992-02-27,gold,355.00
1992-02-27,silver,4.14
1992-02-28,gold,354.10
1992-02-28,silver,4.13
1992-03-02,gold,352.50
1992-03-02,silver,4.15
1992-03-03,gold,351.40
1992-03-03,silver,4.13
1992-03-04,gold,351.60
1992-03-04,silver,4.14
1992-03-05,gold,352.30
1992-03-05,silver,4.17
1992-03-06,gold,350.30
1992-03-06,silver,4.18
1992-03-09,gold,349.70
1992-03-09,silver,4.19
1992-03-10,gold,349.80
1992-03-10,silver,4.17
1992-03-11,gold,351.40
1992-03-11,silver,4.17
1992-03-12,gold,348.00
1992-03-12,silver,4.11
1992-03-13,gold,347.30
1992-03-13,silver,4.12
1992-03-16,gold,343.90
1992-03-16,silver,4.09
1992-03-17,gold,340.60
1992-03-17,silver,4.07
1992-03-18,gold,338.80
1992-03-18,silver,4.05
1992-03-19,gold,339.10
1992-03-19,silver,4.14
1992-03-20,gold,338.50
1992-03-20,silver,4.13
1992-03-23,gold,338.50
1992-03-23,silver,4.11
1992-03-24,gold,339.80
1992-03-24,silver,4.11
1992-03-25,gold,341.30
1992-03-25,silver,4.10
1992-03-26,gold,343.00
1992-03-26,silver,4.11
1992-03-27,gold,344.40
1992-03-27,silver,4.16
1992-03-30,gold,343.80
1992-03-30,silver,4.14
1992-03-31,gold,345.50
1992-03-31,silver,4.14
1992-04-01,gold,344.60
1992-04-01,silver,4.10
1992-04-02,gold,342.40
1992-04-02,silver,4.09
1992-04-03,gold,342.70
1992-04-03,silver,4.09
1992-04-06,gold,341.80
1992-04-06,silver,4.11
1992-04-07,gold,340.10
1992-04-07,silver,4.08
1992-04-08,gold,339.30
1992-04-08,silver,4.09
1992-04-09,gold,340.90
1992-04-09,silver,4.11
1992-04-10,gold,342.50
1992-04-10,silver,4.11
1992-04-13,gold,340.60
1992-04-13,silver,4.09
1992-04-14,gold,340.80
1992-04-14,silver,4.11
1992-04-15,gold,337.00
1992-04-15,silver,4.01
1992-04-16,gold,338.30
1992-04-16,silver,3.97
1992-04-20,gold,337.70
1992-04-20,silver,3.97
1992-04-21,gold,341.70
1992-04-21,silver,4.00
1992-04-22,gold,339.80
1992-04-22,silver,4.05
1992-04-23,gold,339.30
1992-04-23,silver,4.05
1992-04-24,gold,337.50
1992-04-24,silver,4.00
1992-04-27,gold,337.10
1992-04-27,silver,3.97
1992-04-28,gold,337.20
1992-04-28,silver,3.97
1992-04-29,gold,336.40
1992-04-29,silver,3.98
1992-04-30,gold,337.90
1992-04-30,silver,4.01
1992-05-01,gold,339.30
1992-05-01,silver,4.03
1992-05-04,gold,337.60
1992-05-04,silver,4.03
1992-05-05,gold,337.80
1992-05-05,silver,4.08
1992-05-06,gold,337.50
1992-05-06,silver,4.09
1992-05-07,gold,335.90
1992-05-07,silver,4.06
1992-05-08,gold,336.30
1992-05-08,silver,4.10
1992-05-11,gold,337.00
1992-05-11,silver,4.11
1992-05-12,gold,335.80
1992-05-12,silver,4.11
1992-05-13,gold,336.10
1992-05-13,silver,4.10
1992-05-14,gold,338.40
1992-05-14,silver,4.12
1992-05-15,gold,339.10
1992-05-15,silver,4.10
1992-05-18,gold,339.30
1992-05-18,silver,4.10
1992-05-19,gold,338.20
1992-05-19,silver,4.09
1992-05-20,gold,338.40
1992-05-20,silver,4.09
1992-05-21,gold,337.40
1992-05-21,silver,4.08
1992-05-22,gold,338.10
1992-05-22,silver,4.10
1992-05-26,gold,338.40
1992-05-26,silver,4.10
1992-05-27,gold,340.00
1992-05-27,silver,4.09
1992-05-28,gold,339.00
1992-05-28,silver,4.07
1992-05-29,gold,338.40
1992-05-29,silver,4.02
1992-06-01,gold,339.60
1992-06-01,silver,4.05
1992-06-02,gold,341.20
1992-06-02,silver,4.08
1992-06-03,gold,340.60
1992-06-03,silver,4.07
1992-06-04,gold,340.60
1992-06-04,silver,4.08
1992-06-05,gold,340.70
1992-06-05,silver,4.06
1992-06-08,gold,340.10
1992-06-08,silver,4.05
1992-06-09,gold,340.20
1992-06-09,silver,4.05
1992-06-10,gold,339.80
1992-06-10,silver,4.06
1992-06-11,gold,342.30
1992-06-11,silver,4.11
1992-06-12,gold,344.70
1992-06-12,silver,4.13
1992-06-15,gold,344.90
1992-06-15,silver,4.14
1992-06-16,gold,344.00
1992-06-16,silver,4.10
1992-06-17,gold,342.90
1992-06-17,silver,4.09
1992-06-18,gold,344.20
1992-06-18,silver,4.09
1992-06-19,gold,342.40
1992-06-19,silver,4.02
1992-06-22,gold,345.20
1992-06-22,silver,4.04
1992-06-23,gold,346.00
1992-06-23,silver,4.03
1992-06-24,gold,344.30
1992-06-24,silver,4.02
1992-06-25,gold,344.60
1992-06-25,silver,4.00
1992-06-26,gold,343.90
1992-06-26,silver,4.00
1992-06-29,gold,345.10
1992-06-29,silver,4.04
1992-06-30,gold,344.40
1992-06-30,silver,4.06
1992-07-01,gold,345.60
1992-07-01,silver,4.06
1992-07-02,gold,347.60
1992-07-02,silver,4.06
1992-07-06,gold,347.50
1992-07-06,silver,4.05
1992-07-07,gold,347.10
1992-07-07,silver,3.90
1992-07-08,gold,348.40
1992-07-08,silver,3.90
1992-07-09,gold,349.40
1992-07-09,silver,3.95
1992-07-10,gold,349.00
1992-07-10,silver,3.94
1992-07-13,gold,349.80
1992-07-13,silver,3.94
1992-07-14,gold,351.80
1992-07-14,silver,3.96
1992-07-15,gold,354.70
1992-07-15,silver,3.96
1992-07-16,gold,353.20
1992-07-16,silver,3.93
1992-07-17,gold,358.00
1992-07-17,silver,3.99
1992-07-20,gold,359.60
1992-07-20,silver,3.98
1992-07-21,gold,358.10
1992-07-21,silver,3.96
1992-07-22,gold,359.30
1992-07-22,silver,3.99
1992-07-23,gold,358.90
1992-07-23,silver,3.98
1992-07-24,gold,359.50
1992-07-24,silver,3.98
1992-07-27,gold,358.10
1992-07-27,silver,3.96
1992-07-28,gold,362.90
1992-07-28,silver,3.96
1992-07-29,gold,360.40
1992-07-29,silver,3.90
1992-07-30,gold,360.60
1992-07-30,silver,3.93
1992-07-31,gold,361.40
1992-07-31,silver,3.94
1992-08-03,gold,356.50
1992-08-03,silver,3.89
1992-08-04,gold,356.50
1992-08-04,silver,3.88
1992-08-05,gold,352.90
1992-08-05,silver,3.89
1992-08-06,gold,352.70
1992-08-06,silver,3.92
1992-08-07,gold,353.90
1992-08-07,silver,3.97
1992-08-10,gold,354.00
1992-08-10,silver,3.96
1992-08-11,gold,350.90
1992-08-11,silver,3.90
1992-08-12,gold,342.00
1992-08-12,silver,3.77
1992-08-13,gold,337.20
1992-08-13,silver,3.81
1992-08-14,gold,337.80
1992-08-14,silver,3.83
1992-08-17,gold,339.90
1992-08-17,silver,3.82
1992-08-18,gold,338.70
1992-08-18,silver,3.81
1992-08-19,gold,340.80
1992-08-19,silver,3.81
1992-08-20,gold,340.20
1992-08-20,silver,3.77
1992-08-21,gold,340.00
1992-08-21,silver,3.76
1992-08-24,gold,344.30
1992-08-24,silver,3.75
1992-08-25,gold,343.30
1992-08-25,silver,3.74
1992-08-26,gold,340.90
1992-08-26,silver,3.71
1992-08-27,gold,341.70
1992-08-27,silver,3.74
1992-08-28,gold,342.40
1992-08-28,silver,3.71
1992-08-31,gold,345.30
1992-08-31,silver,3.77
1992-09-01,gold,343.40
1992-09-01,silver,3.75
1992-09-02,gold,341.10
1992-09-02,silver,3.73
1992-09-03,gold,343.40
1992-09-03,silver,3.76
1992-09-04,gold,343.80
1992-09-04,silver,3.73
1992-09-08,gold,344.60
1992-09-08,silver,3.74
1992-09-09,gold,344.20
1992-09-09,silver,3.74
1992-09-10,gold,344.20
1992-09-10,silver,3.73
1992-09-11,gold,342.90
1992-09-11,silver,3.71
1992-09-14,gold,348.80
1992-09-14,silver,3.80
1992-09-15,gold,348.40
1992-09-15,silver,3.83
1992-09-16,gold,351.70
1992-09-16,silver,3.85
1992-09-17,gold,349.80
1992-09-17,silver,3.79
1992-09-18,gold,353.00
1992-09-18,silver,3.87
1992-09-21,gold,349.40
1992-09-21,silver,3.83
1992-09-22,gold,350.70
1992-09-22,silver,3.85
1992-09-23,gold,350.40
1992-09-23,silver,3.83
1992-09-24,gold,351.00
1992-09-24,silver,3.84
1992-09-25,gold,351.10
1992-09-25,silver,3.82
1992-09-28,gold,349.40
1992-09-28,silver,3.75
1992-09-29,gold,349.90
1992-09-29,silver,3.75
1992-09-30,gold,349.40
1992-09-30,silver,3.76
1992-10-01,gold,349.10
1992-10-01,silver,3.74
1992-10-02,gold,349.60
1992-10-02,silver,3.76
1992-10-05,gold,352.00
1992-10-05,silver,3.77
1992-10-06,gold,351.40
1992-10-06,silver,3.75
1992-10-07,gold,352.20
1992-10-07,silver,3.75
1992-10-08,gold,351.00
1992-10-08,silver,3.75
1992-10-09,gold,351.40
1992-10-09,silver,3.78
1992-10-12,gold,346.10
1992-10-12,silver,3.75
1992-10-13,gold,344.90
1992-10-13,silver,3.71
1992-10-14,gold,343.70
1992-10-14,silver,3.71
1992-10-15,gold,341.90
1992-10-15,silver,3.70
1992-10-16,gold,343.20
1992-10-16,silver,3.72
1992-10-19,gold,343.40
1992-10-19,silver,3.73
1992-10-20,gold,344.60
1992-10-20,silver,3.79
1992-10-21,gold,344.80
1992-10-21,silver,3.81
1992-10-22,gold,343.70
1992-10-22,silver,3.79
1992-10-23,gold,344.20
1992-10-23,silver,3.78
1992-10-26,gold,341.70
1992-10-26,silver,3.76
1992-10-27,gold,338.00
1992-10-27,silver,3.75
1992-10-28,gold,340.10
1992-10-28,silver,3.77
1992-10-29,gold,340.20
1992-10-29,silver,3.77
1992-10-30,gold,340.10
1992-10-30,silver,3.76
1992-11-02,gold,340.60
1992-11-02,silver,3.79
1992-11-03,gold,338.20
1992-11-03,silver,3.78
1992-11-04,gold,337.70
1992-11-04,silver,3.85
1992-11-05,gold,336.80
1992-11-05,silver,3.94
1992-11-06,gold,336.20
1992-11-06,silver,3.88
1992-11-09,gold,333.10
1992-11-09,silver,3.70
1992-11-10,gold,330.10
1992-11-10,silver,3.65
1992-11-11,gold,332.10
1992-11-11,silver,3.67
1992-11-12,gold,333.50
1992-11-12,silver,3.78
1992-11-13,gold,335.40
1992-11-13,silver,3.75
1992-11-16,gold,334.00
1992-11-16,silver,3.75
1992-11-17,gold,334.40
1992-11-17,silver,3.76
1992-11-18,gold,335.20
1992-11-18,silver,3.76
1992-11-19,gold,335.40
1992-11-19,silver,3.76
1992-11-20,gold,335.30
1992-11-20,silver,3.76
1992-11-23,gold,334.40
1992-11-23,silver,3.75
1992-11-24,gold,335.30
1992-11-24,silver,3.79
1992-11-25,gold,334.70
1992-11-25,silver,3.79
1992-11-27,gold,335.50
1992-11-27,silver,3.76
1992-11-30,gold,335.50
1992-11-30,silver,3.77
1992-12-01,gold,336.10
1992-12-01,silver,3.77
1992-12-02,gold,336.90
1992-12-02,silver,3.77
1992-12-03,gold,336.40
1992-12-03,silver,3.78
1992-12-04,gold,336.60
1992-12-04,silver,3.78
1992-12-07,gold,337.00
1992-12-07,silver,3.79
1992-12-08,gold,336.30
1992-12-08,silver,3.77
1992-12-09,gold,334.50
1992-12-09,silver,3.72
1992-12-10,gold,335.00
1992-12-10,silver,3.74
1992-12-11,gold,336.00
1992-12-11,silver,3.74
1992-12-14,gold,335.40
1992-12-14,silver,3.74
1992-12-15,gold,335.30
1992-12-15,silver,3.72
1992-12-16,gold,338.70
1992-12-16,silver,3.76
1992-12-17,gold,339.20
1992-12-17,silver,3.80
1992-12-18,gold,337.70
1992-12-18,silver,3.79
1992-12-21,gold,334.60
1992-12-21,silver,3.76
1992-12-22,gold,332.80
1992-12-22,silver,3.71
1992-12-23,gold,333.40
1992-12-23,silver,3.71
1992-12-24,gold,333.40
1992-12-24,silver,3.69
1992-12-28,gold,333.40
1992-12-28,silver,3.69
1992-12-29,gold,332.80
1992-12-29,silver,3.67
1992-12-30,gold,333.30
1992-12-30,silver,3.69
1992-12-31,gold,333.10
1992-12-31,silver,3.69
1993-01-04,gold,328.40
1993-01-04,silver,3.65
1993-01-05,gold,329.00
1993-01-05,silver,3.69
1993-01-06,gold,330.10
1993-01-06,silver,3.71
1993-01-07,gold,329.00
1993-01-07,silver,3.67
1993-01-08,gold,329.50
1993-01-08,silver,3.69
1993-01-11,gold,327.80
1993-01-11,silver,3.67
1993-01-12,gold,328.80
1993-01-12,silver,3.70
1993-01-13,gold,327.60
1993-01-13,silver,3.70
1993-01-14,gold,327.30
1993-01-14,silver,3.67
1993-01-15,gold,327.00
1993-01-15,silver,3.67
1993-01-18,gold,328.00
1993-01-18,silver,3.68
1993-01-19,gold,328.60
1993-01-19,silver,3.69
1993-01-20,gold,329.80
1993-01-20,silver,3.74
1993-01-21,gold,329.30
1993-01-21,silver,3.72
1993-01-22,gold,328.60
1993-01-22,silver,3.71
1993-01-25,gold,328.80
1993-01-25,silver,3.69
1993-01-26,gold,331.10
1993-01-26,silver,3.70
1993-01-27,gold,330.40
1993-01-27,silver,3.68
1993-01-28,gold,331.10
1993-01-28,silver,3.71
1993-01-29,gold,330.70
1993-01-29,silver,3.66
1993-02-01,gold,330.70
1993-02-01,silver,3.67
1993-02-02,gold,330.60
1993-02-02,silver,3.67
1993-02-03,gold,329.50
1993-02-03,silver,3.66
1993-02-04,gold,329.20
1993-02-04,silver,3.67
1993-02-05,gold,328.90
1993-02-05,silver,3.66
1993-02-08,gold,329.10
1993-02-08,silver,3.67
1993-02-09,gold,329.60
1993-02-09,silver,3.70
1993-02-10,gold,333.70
1993-02-10,silver,3.76
1993-02-11,gold,332.70
1993-02-11,silver,3.76
1993-02-12,gold,330.00
1993-02-12,silver,3.69
1993-02-16,gold,333.40
1993-02-16,silver,3.71
1993-02-17,gold,331.50
1993-02-17,silver,3.65
1993-02-18,gold,331.50
1993-02-18,silver,3.63
1993-02-19,gold,331.00
1993-02-19,silver,3.56
1993-02-22,gold,328.80
1993-02-22,silver,3.52
1993-02-23,gold,331.60
1993-02-23,silver,3.61
1993-02-24,gold,330.40
1993-02-24,silver,3.58
1993-02-25,gold,330.60
1993-02-25,silver,3.56
1993-02-26,gold,329.10
1993-02-26,silver,3.60
1993-03-01,gold,329.30
1993-03-01,silver,3.58
1993-03-02,gold,330.50
1993-03-02,silver,3.59
1993-03-03,gold,329.70
1993-03-03,silver,3.58
1993-03-04,gold,329.60
1993-03-04,silver,3.58
1993-03-05,gold,330.40
1993-03-05,silver,3.59
1993-03-08,gold,327.70
1993-03-08,silver,3.56
1993-03-09,gold,327.20
1993-03-09,silver,3.58
1993-03-10,gold,326.90
1993-03-10,silver,3.58
1993-03-11,gold,327.60
1993-03-11,silver,3.64
1993-03-12,gold,328.50
1993-03-12,silver,3.64
1993-03-15,gold,329.80
1993-03-15,silver,3.67
1993-03-16,gold,329.60
1993-03-16,silver,3.67
1993-03-17,gold,329.70
1993-03-17,silver,3.64
1993-03-18,gold,331.20
1993-03-18,silver,3.69
1993-03-19,gold,332.30
1993-03-19,silver,3.69
1993-03-22,gold,333.30
1993-03-22,silver,3.69
1993-03-23,gold,332.30
1993-03-23,silver,3.66
1993-03-24,gold,332.70
1993-03-24,silver,3.69
1993-03-25,gold,334.40
1993-03-25,silver,3.72
1993-03-26,gold,334.20
1993-03-26,silver,3.73
1993-03-29,gold,333.90
1993-03-29,silver,3.75
1993-03-30,gold,338.80
1993-03-30,silver,3.90
1993-03-31,gold,339.30
1993-03-31,silver,3.89
1993-04-01,gold,340.20
1993-04-01,silver,3.91
1993-04-02,gold,342.30
1993-04-02,silver,3.97
1993-04-05,gold,341.00
1993-04-05,silver,3.92
1993-04-06,gold,339.30
1993-04-06,silver,3.85
1993-04-07,gold,339.70
1993-04-07,silver,3.87
1993-04-08,gold,338.90
1993-04-08,silver,3.84
1993-04-12,gold,338.20
1993-04-12,silver,3.88
1993-04-13,gold,338.80
1993-04-13,silver,3.88
1993-04-14,gold,340.80
1993-04-14,silver,3.94
1993-04-15,gold,338.30
1993-04-15,silver,3.88
1993-04-16,gold,340.20
1993-04-16,silver,3.95
1993-04-19,gold,341.50
1993-04-19,silver,3.94
1993-04-20,gold,341.10
1993-04-20,silver,3.95
1993-04-21,gold,340.70
1993-04-21,silver,3.93
1993-04-22,gold,341.20
1993-04-22,silver,3.94
1993-04-23,gold,347.50
1993-04-23,silver,3.98
1993-04-26,gold,353.80
1993-04-26,silver,4.09
1993-04-27,gold,352.10
1993-04-27,silver,4.12
1993-04-28,gold,354.40
1993-04-28,silver,4.21
1993-04-29,gold,357.40
1993-04-29,silver,4.38
1993-04-30,gold,357.20
1993-04-30,silver,4.42
1993-05-03,gold,355.30
1993-05-03,silver,4.32
1993-05-04,gold,355.70
